manifest/generate,Generating a manifest as a google sheet by using the example data model,31/03/2023 18:46:09,1,6.82,1,0,0,0
manifest/generate,Generating a manifest as an excel spreadsheet by using the example data model,31/03/2023 18:46:16,1,10.08,1,0,0,0
